kind,case,cores,arm,makespan,bytes,reference,speedup,official_calls,cache_hits,solve_seconds,replay_seconds,seed_seconds,reference_seconds,assessment_seconds,invalid_candidates
synthetic,forkjoin_128,2,routed,127213,1024800,329243,2.5881238552663643,10,2,0.3183156419545412,0.022030603140592575,0.24847795069217682,0.00933857262134552,0.17718903347849846,0
synthetic,forkjoin_128,2,reserve,121608,1007880,329243,2.707412341293336,12,0,0.34043095633387566,0.02153562381863594,0.24847795069217682,0.00933857262134552,0.1990952342748642,0
synthetic,forkjoin_128,3,routed,100412,1669560,329243,3.2789208461140102,10,2,0.42688900977373123,0.030115677043795586,0.2742198761552572,0.00933857262134552,0.21705497615039349,0
synthetic,forkjoin_128,3,reserve,99062,1104360,329243,3.3236054188286124,12,0,0.4414933826774359,0.02539064921438694,0.2742198761552572,0.00933857262134552,0.23273284174501896,0
synthetic,forkjoin_128,3,fast,99062,1104360,329243,3.3236054188286124,11,1,0.43304230459034443,0.025450048968195915,0.2742198761552572,0.00933857262134552,0.23056107386946678,0
synthetic,forkjoin_128,4,reserve,86161,2008800,329243,3.821253235222432,12,0,0.5645173285156488,0.03564750589430332,0.2952836472541094,0.00933857262134552,0.28304270282387733,0
synthetic,forkjoin_128,4,fast,86161,2008800,329243,3.821253235222432,11,1,0.5439217258244753,0.03803004324436188,0.2952836472541094,0.00933857262134552,0.27397013641893864,0
synthetic,forkjoin_128,4,routed,86161,2008800,329243,3.821253235222432,10,2,0.512723894789815,0.03982933610677719,0.2952836472541094,0.00933857262134552,0.24404243007302284,0
synthetic,forkjoin_128,5,fast,75209,1735920,329243,4.3777074552247734,11,1,0.606672303751111,0.03593572787940502,0.3298667501658201,0.00933857262134552,0.27714225463569164,0
synthetic,forkjoin_128,5,routed,75209,1735920,329243,4.3777074552247734,10,2,0.5779296848922968,0.03431279771029949,0.3298667501658201,0.00933857262134552,0.25183323957026005,0
synthetic,forkjoin_128,5,reserve,75209,1735920,329243,4.3777074552247734,12,0,0.6231167912483215,0.03521187603473663,0.3298667501658201,0.00933857262134552,0.2846636213362217,0
synthetic,forkjoin_512,2,fast,510545,4321080,1313313,2.5723746192793975,11,1,1.5606336165219545,0.11031973548233509,0.9399111066013575,0.062286386266350746,0.9527475032955408,0
synthetic,forkjoin_512,2,routed,510545,4321080,1313313,2.5723746192793975,10,2,1.4518703483045101,0.10967867821455002,0.9399111066013575,0.062286386266350746,0.8435089401900768,0
synthetic,forkjoin_512,2,reserve,510545,4321080,1313313,2.5723746192793975,12,0,1.6087809689342976,0.11011980846524239,0.9399111066013575,0.062286386266350746,0.9754874389618635,0
synthetic,forkjoin_512,3,routed,408089,6735600,1313313,3.2182024019270306,10,2,1.9220205675810575,0.15293059684336185,0.9730960801243782,0.062286386266350746,1.0446355920284986,0
synthetic,forkjoin_512,3,reserve,407575,3510360,1313313,3.2222609335705084,12,0,1.8914608638733625,0.1051410548388958,0.9730960801243782,0.062286386266350746,1.0147154871374369,0
synthetic,forkjoin_512,3,fast,407575,3510360,1313313,3.2222609335705084,11,1,1.8355838377028704,0.10767005011439323,0.9730960801243782,0.062286386266350746,0.9844439756125212,0
synthetic,forkjoin_512,4,reserve,340613,7408440,1313313,3.8557336331848755,12,0,2.438162427395582,0.1568863745778799,1.0559630915522575,0.062286386266350746,1.241848235949874,0
synthetic,forkjoin_512,4,fast,340613,7408440,1313313,3.8557336331848755,11,1,2.3867251351475716,0.1552235223352909,1.0559630915522575,0.062286386266350746,1.221088731661439,0
synthetic,forkjoin_512,4,routed,340613,7408440,1313313,3.8557336331848755,10,2,2.28574300929904,0.16427865624427795,1.0559630915522575,0.062286386266350746,1.1150097474455833,0
synthetic,forkjoin_512,5,fast,299512,7552800,1313313,4.38484267742194,11,1,2.667741298675537,0.15989109873771667,1.0862770434468985,0.062286386266350746,1.2589743416756392,0
synthetic,forkjoin_512,5,routed,299512,7552800,1313313,4.38484267742194,10,2,2.57475839368999,0.1628037877380848,1.0862770434468985,0.062286386266350746,1.1463403981179,0
synthetic,forkjoin_512,5,reserve,299512,7552800,1313313,4.38484267742194,12,0,2.754254387691617,0.16307447664439678,1.0862770434468985,0.062286386266350746,1.301831666380167,0
synthetic,layered_128,2,reserve,110656,915360,285768,2.58248987854251,11,1,0.35354292020201683,0.02016209438443184,0.2873322833329439,0.012234238907694817,0.19742695428431034,0
synthetic,layered_128,2,fast,110656,915360,285768,2.58248987854251,10,2,0.33630374260246754,0.0240547563880682,0.2873322833329439,0.012234238907694817,0.19093133881688118,0
synthetic,layered_128,2,routed,122060,1055280,285768,2.34120924135671,10,2,0.3272343594580889,0.021086033433675766,0.2873322833329439,0.012234238907694817,0.17873027920722961,0
synthetic,layered_128,3,fast,76430,1395960,285768,3.738950673819181,10,2,0.44783031567931175,0.026739200577139854,0.29810942336916924,0.012234238907694817,0.23618855513632298,0
synthetic,layered_128,3,routed,87719,1569120,285768,3.2577662764053397,10,2,0.4419338908046484,0.028194017708301544,0.29810942336916924,0.012234238907694817,0.21914473921060562,0
synthetic,layered_128,3,reserve,76430,1395960,285768,3.738950673819181,11,1,0.4637761954218149,0.028347739949822426,0.29810942336916924,0.012234238907694817,0.24305791780352592,0
synthetic,layered_128,4,routed,68775,1876560,285768,4.155114503816794,10,2,0.5374221839010715,0.03548819571733475,0.3370305113494396,0.012234238907694817,0.24495454132556915,0
synthetic,layered_128,4,reserve,62717,1444440,285768,4.556467943300859,11,1,0.5539518501609564,0.033030640333890915,0.3370305113494396,0.012234238907694817,0.2576889153569937,0
synthetic,layered_128,4,fast,62717,1444440,285768,4.556467943300859,10,2,0.5381105970591307,0.03435221500694752,0.3370305113494396,0.012234238907694817,0.2493839506059885,0
synthetic,layered_128,5,reserve,58494,1579200,285768,4.8854241460662635,11,1,0.6367686484009027,0.030437467619776726,0.3500730749219656,0.012234238907694817,0.27464500069618225,0
synthetic,layered_128,5,fast,58494,1579200,285768,4.8854241460662635,10,2,0.6098304428160191,0.030893316492438316,0.3500730749219656,0.012234238907694817,0.2615086529403925,0
synthetic,layered_128,5,routed,62827,1833000,285768,4.548490298756904,10,2,0.6285328716039658,0.03493848815560341,0.3500730749219656,0.012234238907694817,0.259190384298563,0
synthetic,layered_512,2,reserve,472477,4430100,1175263,2.487450182760219,12,0,1.668561128899455,0.10908985696732998,1.3998126778751612,0.08639481663703918,0.9739165771752596,0
synthetic,layered_512,2,fast,472477,4430100,1175263,2.487450182760219,12,0,1.6079934500157833,0.10824346356093884,1.3998126778751612,0.08639481663703918,0.9630699828267097,0
synthetic,layered_512,2,routed,472477,4430100,1175263,2.487450182760219,12,0,1.630132669582963,0.10088382102549076,1.3998126778751612,0.08639481663703918,0.9715055711567402,0
synthetic,layered_512,3,fast,319639,5352180,1175263,3.676844815557551,12,0,2.0957012958824635,0.12388567999005318,1.3721564877778292,0.08639481663703918,1.1841742601245642,0
synthetic,layered_512,3,routed,355122,7334820,1175263,3.3094626635353483,11,1,2.080638911575079,0.13543786108493805,1.3721564877778292,0.08639481663703918,1.1160285528749228,0
synthetic,layered_512,3,reserve,319639,5352180,1175263,3.676844815557551,12,0,2.1192512195557356,0.12417802400887012,1.3721564877778292,0.08639481663703918,1.1739802584052086,0
synthetic,layered_512,4,routed,288086,8850780,1175263,4.0795561047742686,11,1,2.4959745462983847,0.1553517896682024,1.194813059642911,0.08639481663703918,1.2183279655873775,0
synthetic,layered_512,4,reserve,270415,6637140,1175263,4.346145738956789,12,0,2.5475277937948704,0.14301355555653572,1.194813059642911,0.08639481663703918,1.2867354303598404,0
synthetic,layered_512,4,fast,270415,6637140,1175263,4.346145738956789,12,0,2.477912513539195,0.13473976589739323,1.194813059642911,0.08639481663703918,1.2690479140728712,0
synthetic,layered_512,5,reserve,245054,9311580,1175263,4.795934773560114,12,0,3.0869745165109634,0.1730644665658474,1.249382246285677,0.08639481663703918,1.4562652539461851,0
synthetic,layered_512,5,fast,245054,9311580,1175263,4.795934773560114,12,0,3.0622482784092426,0.1685724500566721,1.249382246285677,0.08639481663703918,1.4455777648836374,0
synthetic,layered_512,5,routed,245054,9311580,1175263,4.795934773560114,11,1,2.938196014612913,0.17940085940063,1.249382246285677,0.08639481663703918,1.3359288107603788,0
synthetic,pressure_128,2,fast,256113,10715136,404284,1.5785375986381012,12,0,0.47863129898905754,0.0331819299608469,0.44740734808146954,0.026369662955403328,0.3291440885514021,0
synthetic,pressure_128,2,routed,256113,10715136,404284,1.5785375986381012,12,0,0.4731361474841833,0.030569080263376236,0.44740734808146954,0.026369662955403328,0.3234783187508583,0
synthetic,pressure_128,2,reserve,256113,10715136,404284,1.5785375986381012,12,0,0.48280233703553677,0.030437979847192764,0.44740734808146954,0.026369662955403328,0.32627296075224876,0
synthetic,pressure_128,3,routed,208660,11173888,404284,1.9375251605482604,12,0,0.5753999073058367,0.032947665080428123,0.49332677014172077,0.026369662955403328,0.3507698755711317,0
synthetic,pressure_128,3,reserve,208660,11173888,404284,1.9375251605482604,12,0,0.5836532916873693,0.03396269120275974,0.49332677014172077,0.026369662955403328,0.35383281856775284,0
synthetic,pressure_128,3,fast,208660,11173888,404284,1.9375251605482604,12,0,0.5730877537280321,0.03489930368959904,0.49332677014172077,0.026369662955403328,0.35181966610252857,0
synthetic,pressure_128,4,reserve,190402,10878976,404284,2.1233180323736094,12,0,0.6761776208877563,0.03761519119143486,0.5269046444445848,0.026369662955403328,0.3727581463754177,0
synthetic,pressure_128,4,fast,190402,10878976,404284,2.1233180323736094,12,0,0.6637055780738592,0.039558567106723785,0.5269046444445848,0.026369662955403328,0.3694190923124552,0
synthetic,pressure_128,4,routed,190402,10878976,404284,2.1233180323736094,12,0,0.6642491593956947,0.036316147074103355,0.5269046444445848,0.026369662955403328,0.36833210103213787,0
synthetic,pressure_128,5,fast,181119,10682368,404284,2.2321457163522327,12,0,0.7591775711625814,0.03514312393963337,0.5300993360579014,0.026369662955403328,0.4042947553098202,0
synthetic,pressure_128,5,routed,199822,11796480,404284,2.02322066639309,12,0,0.7636761795729399,0.03916583210229874,0.5300993360579014,0.026369662955403328,0.3953020703047514,0
synthetic,pressure_128,5,reserve,181119,10682368,404284,2.2321457163522327,12,0,0.7619783170521259,0.03630933724343777,0.5300993360579014,0.026369662955403328,0.40001966059207916,0
synthetic,pressure_512,2,fast,1066411,38174720,1669259,1.565305496661231,12,0,1.6214658878743649,0.1257416233420372,2.126577692106366,0.2219931911677122,1.4394576754420996,0
synthetic,pressure_512,2,routed,1066411,38174720,1669259,1.565305496661231,12,0,1.6288417782634497,0.12124918773770332,2.126577692106366,0.2219931911677122,1.4467873554676771,0
synthetic,pressure_512,2,reserve,1066411,38174720,1669259,1.565305496661231,12,0,1.6754857189953327,0.12265913560986519,2.126577692106366,0.2219931911677122,1.464705727994442,0
synthetic,pressure_512,3,routed,980283,52625408,1669259,1.7028337735123429,12,0,2.8065324500203133,0.18049755319952965,2.2487010452896357,0.2219931911677122,1.793161055073142,0
synthetic,pressure_512,3,reserve,980283,52625408,1669259,1.7028337735123429,12,0,2.8504296615719795,0.16930647194385529,2.2487010452896357,0.2219931911677122,1.7776148561388254,0
synthetic,pressure_512,3,fast,980283,52625408,1669259,1.7028337735123429,12,0,2.8250210508704185,0.17998505011200905,2.2487010452896357,0.2219931911677122,1.7943446058779955,0
synthetic,pressure_512,4,reserve,939211,54231040,1669259,1.7772992437269155,12,0,3.275291880592704,0.17825709097087383,2.358451310545206,0.2219931911677122,1.875414215028286,0
synthetic,pressure_512,4,fast,939211,54231040,1669259,1.7772992437269155,12,0,4.39884540066123,0.31256144493818283,2.358451310545206,0.2219931911677122,2.4403399787843227,0
synthetic,pressure_512,4,routed,939211,54231040,1669259,1.7772992437269155,12,0,5.462154142558575,0.3310510516166687,2.358451310545206,0.2219931911677122,3.1443782933056355,0
synthetic,pressure_512,5,fast,915461,54362112,1669259,1.8234080971226518,12,0,3.6720853988081217,0.2030121497809887,3.8437335193157196,0.2219931911677122,1.9765290766954422,0
synthetic,pressure_512,5,routed,915461,54362112,1669259,1.8234080971226518,12,0,3.6732755079865456,0.20089671202003956,3.8437335193157196,0.2219931911677122,1.9841260630637407,0
synthetic,pressure_512,5,reserve,915461,54362112,1669259,1.8234080971226518,12,0,3.674871701747179,0.2083150651305914,3.8437335193157196,0.2219931911677122,1.930255588144064,0
synthetic,layered_2048,2,fast,1938892,20438340,4631855,2.3889185163485123,11,1,9.201431427150965,0.7071275636553764,4.894125586375594,1.2749187406152487,5.981369752436876,0
synthetic,layered_2048,2,routed,1938892,20438340,4631855,2.3889185163485123,10,2,8.540009833872318,0.6728181187063456,4.894125586375594,1.2749187406152487,5.334244007244706,0
synthetic,layered_2048,2,reserve,1938892,20438340,4631855,2.3889185163485123,12,0,9.388974640518427,0.6880795489996672,4.894125586375594,1.2749187406152487,6.151985241100192,0
synthetic,layered_2048,3,routed,1414607,27105060,4631855,3.2743051603731637,10,2,10.755447732284665,0.8161088116466999,5.5041284784674644,1.2749187406152487,6.043225420638919,0
synthetic,layered_2048,3,reserve,1414607,27105060,4631855,3.2743051603731637,12,0,11.750805977731943,0.801522659137845,5.5041284784674644,1.2749187406152487,6.974672555923462,0
synthetic,layered_2048,3,fast,1414607,27105060,4631855,3.2743051603731637,12,0,11.69885479658842,0.8465555179864168,5.5041284784674644,1.2749187406152487,7.078448127955198,0
synthetic,layered_2048,4,reserve,1160333,31915500,4631855,3.991832517044676,12,0,13.947323311120272,0.9044327270239592,5.357321759685874,1.2749187406152487,7.573589481413364,0
synthetic,layered_2048,4,fast,1160333,31915500,4631855,3.991832517044676,12,0,13.78860204666853,0.8654543496668339,5.357321759685874,1.2749187406152487,7.541411247104406,0
synthetic,layered_2048,4,routed,1160333,31915500,4631855,3.991832517044676,10,2,12.139499939978123,0.8632805831730366,5.357321759685874,1.2749187406152487,6.217864252626896,0
synthetic,layered_2048,5,fast,1001137,34605540,4631855,4.626594561983025,12,0,14.831783371046185,0.9571909997612238,5.345675267279148,1.2749187406152487,7.602182200178504,0
synthetic,layered_2048,5,routed,1001137,34605540,4631855,4.626594561983025,10,2,13.847121637314558,0.9400321450084448,5.345675267279148,1.2749187406152487,6.591635335236788,0
synthetic,layered_2048,5,reserve,1001137,34605540,4631855,4.626594561983025,12,0,15.162262573838234,0.9544075466692448,5.345675267279148,1.2749187406152487,7.589221708476543,0
synthetic,pressure_2048,2,routed,4706555,158367744,6684249,1.420199912674982,12,0,11.257732097059488,1.097736107185483,10.47706096060574,3.428915938362479,10.054691841825843,0
synthetic,pressure_2048,2,reserve,4706555,158367744,6684249,1.420199912674982,12,0,11.097172550857067,0.6750528272241354,10.47706096060574,3.428915938362479,9.813337510451674,0
synthetic,pressure_2048,2,fast,4706555,158367744,6684249,1.420199912674982,12,0,8.94346790201962,0.6213312055915594,10.47706096060574,3.428915938362479,8.009245993569493,0
synthetic,pressure_2048,3,reserve,4061534,216825856,6684249,1.645744932825873,12,0,14.219487685710192,0.9785687234252691,10.470410792157054,3.428915938362479,9.291220366954803,0
synthetic,pressure_2048,3,fast,4061534,216825856,6684249,1.645744932825873,12,0,13.994075957685709,0.9809837508946657,10.470410792157054,3.428915938362479,9.212973922491074,0
synthetic,pressure_2048,3,routed,4061534,216825856,6684249,1.645744932825873,12,0,14.126689171418548,0.9496038071811199,10.470410792157054,3.428915938362479,9.281912174075842,0
synthetic,pressure_2048,4,fast,3868140,224133120,6684249,1.7280266484667048,12,0,15.29512332752347,0.9496345166116953,7.279428340494633,3.428915938362479,9.113899467512965,0
synthetic,pressure_2048,4,routed,3868140,224133120,6684249,1.7280266484667048,12,0,15.278464505448937,0.9700946137309074,7.279428340494633,3.428915938362479,9.20422550290823,0
synthetic,pressure_2048,4,reserve,3868140,224133120,6684249,1.7280266484667048,12,0,15.685042008757591,0.9819468483328819,7.279428340494633,3.428915938362479,9.280537219718099,0
synthetic,pressure_2048,5,routed,3846694,228130816,6684249,1.7376607029308804,12,0,16.415697755292058,0.9222706630825996,7.396921085193753,3.428915938362479,9.172420609742403,0
synthetic,pressure_2048,5,reserve,3846694,228130816,6684249,1.7376607029308804,12,0,16.30090799368918,0.9745798911899328,7.396921085193753,3.428915938362479,8.920762836933136,0
synthetic,pressure_2048,5,fast,3846694,228130816,6684249,1.7376607029308804,12,0,16.25277506187558,0.9685951974242926,7.396921085193753,3.428915938362479,8.994944972917438,0
